Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Repellat numquam veniam delectus in;Tarefa a Ser Feita;2;2024-06-07 22:10:04;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sunt debitis;Tarefa a Ser Feita;2;2025-01-13 10:18:26;2025-03-15 10:18:26;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nam;Item de Compra;1;2023-07-19 22:36:31;2023-08-15 22:36:31;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar similique;Item de Compra;1;2024-12-31 09:31:17;2025-06-02 21:34:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vero;Item de Compra;1;2023-09-04 02:41:49;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Non laboriosam repellendus et odio officiis minima;Tarefa a Ser Feita;2;2025-03-29 23:43:58;2025-06-02 21:42:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Impedit officiis laudantium nemo et fugit molestias;Tarefa a Ser Feita;2;2024-01-15 04:05:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quod quae quas;Tarefa a Ser Feita;2;2023-11-08 18:17:27;2024-10-22 18:17:27;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestias ullam ad;Tarefa a Ser Feita;2;2024-08-27 12:26:32;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At assumenda praesentium;Tarefa a Ser Feita;2;2024-05-24 00:53:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Autem atque itaque;Tarefa a Ser Feita;2;2023-10-24 11:48:20;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Tenetur veniam blanditiis;Tarefa a Ser Feita;2;2024-05-28 15:20:08;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nostrum voluptatum fuga adipisci voluptates quaerat eius;Tarefa a Ser Feita;2;2023-10-10 10:18:23;2024-01-05 10:18:23;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ad asperiores;Tarefa a Ser Feita;2;2024-11-23 02:47:36;2025-06-02 21:42:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellendus amet voluptate quo eos;Tarefa a Ser Feita;2;2024-10-01 04:06:51;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Doloribus saepe in;Tarefa a Ser Feita;2;2023-07-02 17:09:45;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quidem sunt impedit;Tarefa a Ser Feita;2;2024-07-04 09:13:44;2024-09-19 09:13:44;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar sequi;Item de Compra;1;2024-02-19 21:08:35;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar harum;Item de Compra;1;2025-05-18 02:32:23;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dignissimos dolor fuga culpa;Tarefa a Ser Feita;2;2023-06-22 10:02:50;2024-03-19 10:02:50;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar repellendus;Item de Compra;1;2024-07-05 08:42:36;2025-04-25 08:42:36;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Error quod corrupti alias;Tarefa a Ser Feita;2;2025-03-20 10:33:42;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nihil amet doloribus vero;Tarefa a Ser Feita;2;2023-08-14 01:23:40;2023-12-25 01:23:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar a;Item de Compra;1;2025-03-15 03:12:35;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aliquam vel nemo;Tarefa a Ser Feita;2;2024-08-28 13:37:54;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reprehenderit ducimus repellat nam;Tarefa a Ser Feita;2;2024-01-23 00:56:01;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar officia;Item de Compra;1;2025-03-27 21:06:59;2025-04-07 21:06:59;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Itaque iusto sunt;Tarefa a Ser Feita;2;2023-06-07 21:06:25;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolorum eligendi vitae;Tarefa a Ser Feita;2;2024-07-02 12:31:44;2024-08-13 12:31:44;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vitae laborum eaque reprehenderit libero ex adipisci;Tarefa a Ser Feita;2;2023-07-04 08:52:02;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ea eius distinctio fugit aliquid;Tarefa a Ser Feita;2;2024-04-20 15:40:46;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quaerat voluptate facere pariatur ducimus accusamus;Tarefa a Ser Feita;2;2024-06-13 08:09:45;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar vero;Item de Compra;1;2024-10-18 12:24:02;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nulla quas illum rerum eveniet nam;Tarefa a Ser Feita;2;2024-03-30 09:21:27;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar ut;Item de Compra;1;2023-09-04 09:09:21;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
In;Tarefa a Ser Feita;2;2023-06-19 18:23:29;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quae quaerat eaque repudiandae;Tarefa a Ser Feita;2;2025-02-10 03:09:59;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ipsam voluptate voluptatum neque illum soluta;Tarefa a Ser Feita;2;2024-10-13 09:29:50;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolorum saepe;Tarefa a Ser Feita;2;2024-02-09 15:08:04;2024-04-11 15:08:04;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar laborum;Item de Compra;1;2023-06-11 10:22:50;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Necessitatibus animi eligendi;Tarefa a Ser Feita;2;2023-06-16 05:51:23;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar blanditiis;Item de Compra;1;2024-03-28 17:28:01;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Harum repudiandae molestias;Tarefa a Ser Feita;2;2025-03-17 17:22:02;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Facere sit culpa voluptatem accusantium;Tarefa a Ser Feita;2;2024-06-20 08:39:15;2024-10-12 08:39:15;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Enim rerum doloribus voluptatibus;Tarefa a Ser Feita;2;2024-09-11 22:44:02;2024-11-15 22:44:02;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellat nostrum ea deleniti;Tarefa a Ser Feita;2;2025-02-10 22:06:34;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Pariatur sequi dolore ullam totam vel illo;Tarefa a Ser Feita;2;2023-09-09 21:44:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quam;Item de Compra;1;2024-07-27 02:42:31;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ducimus doloremque iste officiis dignissimos quisquam;Tarefa a Ser Feita;2;2024-09-10 03:02:51;2024-10-02 03:02:51;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fugiat iste consequatur totam velit ex incidunt perspiciatis;Tarefa a Ser Feita;2;2024-12-20 21:42:44;2025-06-02 21:16:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar impedit;Item de Compra;1;2024-02-29 16:21:26;2024-08-23 16:21:26;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quidem quos facere voluptatum;Tarefa a Ser Feita;2;2024-10-04 16:29:17;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar doloremque;Item de Compra;1;2024-01-01 20:59:52;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eius;Item de Compra;1;2025-05-03 04:05:06;2025-06-02 20:53:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
A error error accusamus nemo assumenda vel quae;Tarefa a Ser Feita;2;2023-09-11 21:32:08;2023-11-16 21:32:08;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iure laborum ea;Tarefa a Ser Feita;2;2024-02-11 03:27:57;2024-08-26 03:27:57;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Atque blanditiis magni explicabo magnam natus quidem mollitia;Tarefa a Ser Feita;2;2023-07-14 08:33:49;2024-02-01 08:33:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repudiandae accusamus quisquam officia;Tarefa a Ser Feita;2;2023-07-26 11:37:55;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nam iste;Tarefa a Ser Feita;2;2024-06-25 19:03:49;2024-08-05 19:03:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar molestiae;Item de Compra;1;2024-08-27 14:05:23;2025-02-09 14:05:23;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar odio;Item de Compra;1;2024-06-23 04:05:29;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar possimus;Item de Compra;1;2024-10-12 06:26:24;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Temporibus eveniet eveniet odit;Tarefa a Ser Feita;2;2025-02-08 06:03:58;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Laudantium doloremque aliquam voluptatibus quam dolores;Tarefa a Ser Feita;2;2023-09-18 19:09:05;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar asperiores;Item de Compra;1;2025-03-29 10:39:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quibusdam doloribus aliquid unde quasi;Tarefa a Ser Feita;2;2024-03-16 16:45:17;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptas;Item de Compra;1;2025-02-09 17:31:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Laborum molestias dolor reprehenderit fuga corrupti;Tarefa a Ser Feita;2;2023-12-15 04:55:59;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Rem odit accusantium adipisci itaque deserunt;Tarefa a Ser Feita;2;2023-06-22 19:43:48;2023-09-01 19:43:48;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eum quibusdam minus libero sed possimus alias sunt;Tarefa a Ser Feita;2;2025-05-17 16:40:18;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Optio corporis eius;Tarefa a Ser Feita;2;2024-02-05 22:19:45;2024-04-17 22:19:45;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Culpa quidem;Tarefa a Ser Feita;2;2024-03-08 19:36:25;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nisi inventore eum;Tarefa a Ser Feita;2;2025-04-11 08:19:53;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Rem esse tempore iusto;Tarefa a Ser Feita;2;2024-09-04 18:25:01;2025-03-31 18:25:01;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dignissimos;Item de Compra;1;2025-05-15 22:49:18;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar totam;Item de Compra;1;2025-04-22 03:08:18;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Impedit pariatur asperiores quasi natus fugit laudantium modi;Tarefa a Ser Feita;2;2024-12-04 21:57:41;2025-03-28 21:57:41;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Commodi optio;Tarefa a Ser Feita;2;2024-05-09 12:27:59;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar deleniti;Item de Compra;1;2024-08-22 03:33:38;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Illo quas velit optio vero sapiente;Tarefa a Ser Feita;2;2024-04-01 05:57:32;2024-11-30 05:57:32;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Explicabo numquam illo explicabo molestias doloremque;Tarefa a Ser Feita;2;2025-04-23 03:10:47;2025-05-11 03:10:47;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nihil aliquid iure;Tarefa a Ser Feita;2;2023-10-25 03:01:51;2024-03-19 03:01:51;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quam rem aperiam eveniet minima;Tarefa a Ser Feita;2;2023-10-26 17:24:07;2024-02-17 17:24:07;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar numquam;Item de Compra;1;2024-05-19 11:08:22;2025-03-06 11:08:22;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar doloremque;Item de Compra;1;2024-06-28 08:40:27;2025-04-03 08:40:27;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Et nisi earum praesentium quidem;Tarefa a Ser Feita;2;2025-05-04 03:45:25;2025-06-02 21:45:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sunt et voluptatum corrupti ea;Tarefa a Ser Feita;2;2023-12-20 06:48:29;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Modi;Tarefa a Ser Feita;2;2024-01-30 01:23:17;2025-01-22 01:23:17;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tenetur architecto sequi;Tarefa a Ser Feita;2;2023-06-18 08:57:18;2024-01-06 08:57:18;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar beatae;Item de Compra;1;2023-10-17 02:47:34;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Autem ea;Tarefa a Ser Feita;2;2025-03-17 03:24:58;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar consectetur;Item de Compra;1;2024-12-18 11:54:47;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quibusdam commodi nihil illum ea inventore repudiandae;Tarefa a Ser Feita;2;2025-05-20 18:57:27;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar eum;Item de Compra;1;2025-03-29 04:37:35;2025-06-02 20:54:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar sequi;Item de Compra;1;2024-01-25 14:14:41;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar soluta;Item de Compra;1;2024-06-16 00:12:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsa id a distinctio maiores;Tarefa a Ser Feita;2;2025-02-01 21:03:06;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Unde ea aperiam magnam sit;Tarefa a Ser Feita;2;2023-10-28 18:19:53;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Hic sapiente necessitatibus accusantium ipsam totam;Tarefa a Ser Feita;2;2024-08-10 09:36:45;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nobis deleniti;Tarefa a Ser Feita;2;2023-09-24 21:01:23;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dignissimos aliquam fugiat;Tarefa a Ser Feita;2;2025-01-15 22:41:29;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reprehenderit reprehenderit excepturi;Tarefa a Ser Feita;2;2023-07-05 12:05:32;2024-04-16 12:05:32;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar hic;Item de Compra;1;2024-07-10 22:40:30;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quas alias ut;Tarefa a Ser Feita;2;2023-08-30 17:35:03;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Deleniti ex aliquam;Tarefa a Ser Feita;2;2025-02-03 02:13:44;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quae;Item de Compra;1;2025-05-29 11:14:25;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dolore;Item de Compra;1;2023-12-14 23:43:06;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar cum;Item de Compra;1;2025-05-17 20:22:32;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar modi;Item de Compra;1;2023-06-13 00:21:40;2023-10-19 00:21:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar soluta;Item de Compra;1;2024-12-05 17:02:22;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ratione modi illum maiores possimus;Tarefa a Ser Feita;2;2024-03-17 23:23:18;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar beatae;Item de Compra;1;2024-03-15 20:56:48;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Consectetur pariatur aperiam illo;Tarefa a Ser Feita;2;2024-08-17 03:10:08;2025-05-11 03:10:08;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Corrupti minus dicta quae occaecati doloremque mollitia;Tarefa a Ser Feita;2;2024-11-04 00:42:25;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar illo;Item de Compra;1;2024-02-04 17:17:33;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iusto laboriosam molestias blanditiis reiciendis;Tarefa a Ser Feita;2;2023-08-02 21:44:56;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar incidunt;Item de Compra;1;2024-11-11 07:10:28;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vel;Item de Compra;1;2023-08-28 19:01:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Qui perspiciatis assumenda hic temporibus;Tarefa a Ser Feita;2;2023-07-22 16:10:49;2023-12-03 16:10:49;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Asperiores vitae vero veritatis nisi ratione;Tarefa a Ser Feita;2;2024-04-07 13:27:12;2025-03-17 13:27:12;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cupiditate cumque magni necessitatibus;Tarefa a Ser Feita;2;2024-03-01 05:41:52;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar est;Item de Compra;1;2025-02-12 03:14:41;2025-04-19 03:14:41;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nam odio illum saepe;Tarefa a Ser Feita;2;2025-03-10 04:49:12;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Alias nisi culpa;Tarefa a Ser Feita;2;2023-10-21 07:10:08;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Saepe ducimus iure recusandae reiciendis iste explicabo;Tarefa a Ser Feita;2;2024-03-21 21:20:27;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Id natus ad veniam deleniti;Tarefa a Ser Feita;2;2023-06-10 22:00:00;2023-06-17 22:00:00;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestias suscipit explicabo;Tarefa a Ser Feita;2;2023-09-17 04:12:38;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Provident est dolorum doloremque sed iure ut;Tarefa a Ser Feita;2;2024-01-07 03:48:31;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quas ratione doloribus perferendis;Tarefa a Ser Feita;2;2023-09-08 00:45:00;2023-09-24 00:45:00;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Magni corporis error modi;Tarefa a Ser Feita;2;2025-02-14 09:39:57;2025-04-17 09:39:57;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Reprehenderit adipisci veniam distinctio tempore dolorem;Tarefa a Ser Feita;2;2024-02-07 16:04:54;2024-03-15 16:04:54;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Mollitia dicta;Tarefa a Ser Feita;2;2024-11-08 06:41:30;2024-12-31 06:41:30;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar sit;Item de Compra;1;2024-09-18 19:16:32;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolores iste iste laudantium sed;Tarefa a Ser Feita;2;2024-10-15 15:45:58;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsam veritatis voluptates quaerat;Tarefa a Ser Feita;2;2023-07-14 08:49:10;2023-10-02 08:49:10;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar eveniet;Item de Compra;1;2024-10-24 09:56:47;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Necessitatibus eius eligendi minima;Tarefa a Ser Feita;2;2024-08-05 12:11:13;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Atque qui corporis dicta;Tarefa a Ser Feita;2;2024-06-13 15:31:21;2024-10-15 15:31:21;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptatem nisi distinctio mollitia ea;Tarefa a Ser Feita;2;2023-07-15 12:02:06;2023-07-28 12:02:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar repellendus;Item de Compra;1;2025-04-11 19:18:07;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Laborum saepe ab perferendis illo in deserunt;Tarefa a Ser Feita;2;2025-03-30 17:59:36;2025-06-02 21:09:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar magni;Item de Compra;1;2024-02-02 15:20:40;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Accusamus neque est aspernatur error;Tarefa a Ser Feita;2;2024-06-16 02:51:02;2024-12-10 02:51:02;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Mollitia voluptatum fugit sunt neque ratione recusandae;Tarefa a Ser Feita;2;2024-12-06 22:39:00;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Omnis distinctio cum impedit incidunt eaque;Tarefa a Ser Feita;2;2023-06-25 14:51:10;2023-08-25 14:51:10;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo officiis aliquid;Tarefa a Ser Feita;2;2023-12-05 21:16:16;2024-10-04 21:16:16;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cum officiis amet veniam recusandae;Tarefa a Ser Feita;2;2024-02-16 08:33:09;2024-12-27 08:33:09;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Vitae maxime expedita sunt at facilis;Tarefa a Ser Feita;2;2023-10-13 18:39:11;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Suscipit pariatur magnam;Tarefa a Ser Feita;2;2024-12-13 17:41:01;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar veritatis;Item de Compra;1;2024-09-22 19:44:48;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar unde;Item de Compra;1;2025-05-19 18:15:48;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Asperiores porro voluptates sed rem asperiores;Tarefa a Ser Feita;2;2024-09-12 21:30:44;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Harum ab hic;Tarefa a Ser Feita;2;2024-07-07 10:38:43;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Vel saepe similique officia deleniti magnam;Tarefa a Ser Feita;2;2023-10-26 22:23:36;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Cupiditate neque esse perferendis eos fuga;Tarefa a Ser Feita;2;2024-04-14 18:41:14;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Iste inventore blanditiis laboriosam quis;Tarefa a Ser Feita;2;2024-06-27 13:18:36;2025-06-02 21:42:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perferendis eius perspiciatis tempora error non commodi odit nisi;Tarefa a Ser Feita;2;2024-11-13 17:03:20;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Id nobis iure;Tarefa a Ser Feita;2;2024-01-14 15:53:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar rem;Item de Compra;1;2024-01-14 09:58:06;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Rem deserunt delectus dolore;Tarefa a Ser Feita;2;2024-02-01 09:18:28;2024-08-21 09:18:28;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar temporibus;Item de Compra;1;2023-10-24 21:43:48;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
